  1.00  12  12   0   1
  1.50  12  12   0   1
 -0.36  12  12   1   1
  0.26  12  10   1   4
  0.30  12  12   1   1
  0.44  12  16   0   2
  0.91  12  12   0   1
  0.51  12  15   1   2
  0.86  12  12   0   2
  0.26  12  12   0   2
  1.82  16  17   1   2
 -1.30  13  12   0   5
 -0.63  12  12   1   4
 -0.36  10  12   1   2
  0.28  10  12   1   3
 -0.72  14  12   0   1
 -0.01   9  10   1   2
  0.83  12  16   0   1
 -0.69  12  12   1   3
  1.04  12  14   0   6
  1.18  12  16   0   2
  1.04  12  12   0   3
  0.47  15  12   0   3
 -0.94  12  17   0   3
  0.78  17  16   0   1
  1.22  17  16   0   1
 -0.13  16  16   0   3
  1.52  16  18   0   2
  0.30   5   4   0   2
  1.18  12   9   0   1
  0.42  11   9   0   2
  0.71  11   8   0   2
  0.18   6   7   0   3
  1.17  10  12   0   2
 -1.40  11   8   0   2
  1.61  16  12   0   2
  0.41  11  10   0   1
  1.62  16  16   0   1
 -1.06  12  14   0   7
  0.51  14  15   0   7
  0.68  13  14   0   3
  0.48   9  12   0   5
 -0.12   9  12   0   5
  0.84  16  16   0   4
 -0.13  12  12   0   3
  1.08  12  12   0   3
  0.88  12  12   1   2
 -0.59  12  14   1   0
  0.20  12  12   0   3
  1.40  16  17   0   2
  0.93  16  18   0   2
  0.91  10  12   0   3
  0.98  13  12   0   0
  0.15  12  12   0   2
  1.07  12  14   0   2
  0.29  12  12   0   3
  0.06  12  12   0   2
 -0.08  10  12   0   2
  0.45  12  12   0   1
  0.63  12  12   0   1
  1.15  10  16   0   1
  1.85  20  16   0   1
  0.61  16  17   0   1
 -0.90  12  12   0   2
  0.78  13  20   0   1
  0.77  16  16   0   1
 -0.89  11  12   1   2
  0.38  12  12   0   2
  0.58  12  16   0   3
  1.30  12  16   0   3
  0.25  12  12   1   2
  0.56  12  12   0   2
 -0.25  12   8   0   2
  0.31  10  14   0   3
 -0.35  10  15   0   3
 -0.73   9   9   0   7
  0.88  12  12   0   3
 -1.03  11  11   0   6
  0.32  12  12   0   3
  1.11  12  12   0   3
 -0.87   8  12   1   2
 -0.05  11   9   0   2
  0.44  12  12   0   2
  1.56  12  18   0   3
  0.04  12  12   0   4
  0.15  12  13   0   4
  0.68  12  18   0   0
  0.73  12  16   0   3
  0.45  12  12   1   6
  0.79  15  18   1   6
 -0.34  16  13   0   2
  0.25  12  14   0   1
 -0.48  12  12   1   1
 -1.39  12  12   0   1
 -0.41  12  12   0   5
 -1.04  12   8   0   4
 -0.14  11  10   0   3
 -0.98  12  12   0   2
  1.05  12  18   0   2
 -1.00  12  12   0   2
  0.59  12  10   0   1
  0.18  13  12   0   3
  0.24  12  12   0   3
  1.78  12  16   0   3
 -0.02  12   8   0   2
 -0.15  12  12   0   4
 -0.75  12  12   0   4
 -0.06  12  12   0   4
 -1.32  12  16   0   3
 -0.21  12  12   0   4
  0.16  12  12   0   3
 -0.36  12  13   0   3
  0.64  12  12   0   3
 -1.71  12  13   0   3
  0.99  14  14   0   8
  0.38  14  14   0   8
  0.91  12  18   0   2
  0.20  12  12   0   2
  1.29  11  12   0   3
  1.05  11  12   0   3
  1.29  12  12   0   5
  0.90  16  16   0   6
  0.62  12  12   1   5
  0.42  11  12   0   2
 -0.59  14  11   0   7
  0.25  12  16   0   1
  1.04  16  20   0   2
  1.48  16  20   0   2
 -0.47  12  12   0   4
 -2.27  12  12   0   2
 -2.01  12  11   0   2
  0.42   8   8   0   4
 -0.67   7  12   1   5
  0.22  12  12   0   0
 -1.51  12   9   0   1
  1.28  16  14   0   1
  1.13  14  16   0   1
 -2.00  12  12   1   3
 -0.34  12  12   0   4
 -0.43  12  12   0   4
  0.71  12  12   0   1
  0.02  12  14   0   2
  0.59  15  14   0   2
  1.25  12  18   0   2
  0.38  12  12   0   1
  0.80  12  12   0   3
  1.09  12  12   0   3
 -0.61  16  12   0   3
 -1.63   8   6   1   4
 -0.72   8  12   0   2
  0.51  12  12   0   1
  0.12  12  12   0   2
  1.02  16  16   0   2
  0.84  16  16   0   2
 -0.03  12  10   0   4
 -1.09  12  10   0   4
 -0.07  12  14   0   2
  0.26  15  14   0   4
  0.30  12  18   0   3
 -0.51  12  12   0   3
  0.52  12  12   0   3
 -0.81  12  11   0   4
  0.97  16  12   0   3
 -0.79  12  12   0   3
 -0.05  14   9   0   3
  1.48  12  12   0   2
  1.40  12  12   0   2
  0.28  10  10   0   0
 -1.01  11  11   0   2
 -0.14   9  10   0   4
 -1.89   8   7   0   9
  0.96   8   8   0   3
 -0.91   8   8   1   3
 -1.06  12  12   0   1
 -0.06  12  10   0   2
 -0.79   9  16   0   5
